timestamp,temperature,pressure,vibration,failure
2023-01-01 00:00:00,79.96714153011233,28.803634264240745,0.02756087880695,0
2023-01-01 01:00:00,73.61735698828815,37.39060613049742,0.0458727145584531,1
2023-01-01 02:00:00,81.47688538100692,22.58801606502116,0.0002378393560968,0
2023-01-01 03:00:00,90.23029856408026,26.243272651983148,0.0179889220471057,1
2023-01-01 04:00:00,72.65846625276664,37.60045870495551,0.024122805981435,0
2023-01-01 05:00:00,72.6586304305082,30.655596623375736,0.0138389984676071,0
2023-01-01 06:00:00,90.79212815507393,34.42421291400579,0.0284952198699412,1
2023-01-01 07:00:00,82.67434729152909,40.25623471634732,0.0113326732933968,0
2023-01-01 08:00:00,70.30525614065049,26.530977910490886,0.0215384766021664,0
2023-01-01 09:00:00,80.42560043585965,29.50342831103984,0.0147792809550164,0
2023-01-01 10:00:00,70.36582307187538,28.637865495345643,0.0321943108295477,1
2023-01-01 11:00:00,70.34270246429743,20.22703497758362,0.0132363549696439,0
2023-01-01 12:00:00,77.41962271566034,28.44801598122016,0.0164812620371348,0
2023-01-01 13:00:00,55.86719755342202,34.40531093690333,0.0294568903749715,0
2023-01-01 14:00:00,57.75082167486967,32.702947709061206,0.0097196134090713,0
2023-01-01 15:00:00,69.37712470759027,33.09541584694005,0.0206875005676357,0
2023-01-01 16:00:00,64.87168879665576,28.122455096802504,0.0017746565631339,0
2023-01-01 17:00:00,78.14247332595274,26.719513819971795,0.0091206654137092,0
2023-01-01 18:00:00,65.91975924478788,36.34627835949311,0.023821312758908,0
2023-01-01 19:00:00,60.87696298664709,27.51341426821165,0.0100930249046376,0
2023-01-01 20:00:00,89.65648768921554,31.47041019396607,0.014554270681762,1
2023-01-01 21:00:00,72.74223699513465,30.816673403387693,0.0249308640204793,0
2023-01-01 22:00:00,75.67528204687923,37.30858508128559,0.0142081385885306,0
2023-01-01 23:00:00,60.75251813786544,34.8570617883618,0.0282284207321635,0
2023-01-02 00:00:00,69.55617275474818,23.5237068966644,0.0221566278748606,0
2023-01-02 01:00:00,76.10922589709867,24.0622341661248,0.024356831119245,0
2023-01-02 02:00:00,63.490064225776976,32.89454909034567,0.0324096559873853,1
2023-01-02 03:00:00,78.75698018345672,29.67831176310417,0.0231982306261406,0
2023-01-02 04:00:00,68.99361310081196,27.72414108023118,0.0353884729046934,1
2023-01-02 05:00:00,72.08306250206724,35.07813941997235,0.0291126228303782,0
2023-01-02 06:00:00,68.98293387770603,30.937296910444555,0.0147654757016554,0
2023-01-02 07:00:00,93.52278184508938,30.26228693444722,0.0329314807502127,1
2023-01-02 08:00:00,74.86502775262066,33.899143203775246,0.0226386602090294,0
2023-01-02 09:00:00,64.422890710441,28.124455025282177,0.0160532029133949,0
2023-01-02 10:00:00,83.22544912103189,37.84259492736277,0.0227838569532088,0
2023-01-02 11:00:00,62.791563500289776,26.05976188383496,0.0311232682439026,1
2023-01-02 12:00:00,77.08863595004756,33.28464533171044,0.0245504509424222,0
2023-01-02 13:00:00,55.40329876120224,37.16916419329922,0.0382239283255139,1
2023-01-02 14:00:00,61.71813951101569,23.1135225536395,0.0308653055789882,1
2023-01-02 15:00:00,76.96861235869123,28.283324120737756,0.0252316003340216,0
2023-01-02 16:00:00,82.3846657999541,35.71103696442779,0.0097393191725884,0
2023-01-02 17:00:00,76.7136828118997,35.78622273865513,0.0182026748598987,0
2023-01-02 18:00:00,73.8435171761176,29.142521998058804,0.0207166413975085,0
2023-01-02 19:00:00,71.98896304410711,26.326644531615703,0.0269663150121774,0
2023-01-02 20:00:00,60.214780096325725,34.77967911165381,0.0263733304127219,0
2023-01-02 21:00:00,67.80155791605291,35.91774551290803,0.0216954041021828,0
2023-01-02 22:00:00,70.39361229040213,24.176683257438025,0.0212034991537717,0
2023-01-02 23:00:00,85.57122226218915,23.980431755168095,0.0272045689507606,1
2023-01-03 00:00:00,78.43618289568461,31.126283409918,0.0114141377437001,0
2023-01-03 01:00:00,57.36959844637266,33.14680316714446,0.0369551581924985,1
2023-01-03 02:00:00,78.24083969394795,28.504654573849727,-0.0004716688516347,0
2023-01-03 03:00:00,71.14917719583684,33.39646909991175,0.0345540948217202,1
2023-01-03 04:00:00,68.23077999694041,26.44931696581309,0.0195481447157483,0
2023-01-03 05:00:00,81.11676288840867,19.426532004631323,0.0300257981427159,1
2023-01-03 06:00:00,85.30999522495951,27.88049463833702,0.0236384043429261,1
