temperature,pressure,vibration,failure
0.4925228023013952,-0.2492767384970097,0.765812828065312,0
-0.1358220841612256,1.4779014990609112,2.61632978764078,1
0.6419199703989251,-1.4994823585767865,-1.9953384064199118,0
1.508116669901193,-0.7642662977789606,-0.2014887882655891,1
-0.2307094124434273,1.5201111167637256,0.41837567549316607,0
-0.23069316618440916,0.12322583089463565,-0.6208625784752315,0
1.5637126902447178,0.8812429927372769,0.8602333988128988,1
0.7604151828355674,2.054292269578418,-0.8741412395568436,0
-0.4635720443927526,-0.7063974391096747,0.15721423813846866,0
0.5378897446255233,-0.1085205945117747,-0.5258415924116202,0
-0.45757862504549324,-0.28261936667394366,1.234047944151546,1
-0.4598665318945878,-1.974368641776595,-0.6817631909912238,0
0.2404322928227274,-0.3208055811294738,-0.35384655597306003,0
-1.892294581980854,0.8774410606933992,0.9574157678135601,0
-1.7058999764736156,0.5350287685206605,-1.0371502744380223,0
-0.5554155764192853,0.6139695682853535,0.07121818588783174,0
-1.0012523756482987,-0.3862886971014618,-1.8400341352380278,0
0.31196219776075057,-0.6684754422840848,-1.097677435033066,0
-0.8975402414178012,1.2678460537829341,0.38790804084121816,0
-1.396551699429465,-0.5087907946173502,-0.9994148821582417,0
1.4513350379193448,0.28711693112296205,-0.5485801824899961,1
-0.2224198528126385,0.15562471531462574,0.5000346159655887,0
0.06782052430396099,1.4614038356905423,-0.5835588333183538,0
-1.4088661777969627,0.9683059489904501,0.8332718021735657,0
-0.5376978217267036,-1.3112780804368622,0.2196820010229123,0
0.11076157175231292,-1.202959036817011,0.4420252697971586,0
-1.137971460903024,0.5735673524586123,1.2558098183922666,1
0.37277091324795614,-0.07334464457050778,0.3249419860151814,0
-0.5933660856737282,-0.466405333309352,1.5568365040699426,1
-0.28764866794445226,1.012773367782059,0.9226255404138297,0
-0.594422851487718,0.17988685330359624,-0.5272366931444165,0
1.8339253677804794,0.044115762069623775,1.3085432300852629,1
-0.012358439120440724,0.7756307943003925,0.2683941575509598,0
